Ticker,ArticlesUrls,ArticlesSentimentScores,ConnectedTickers,ConnectedFrequency,LinkingArticlesUrls,LinkingArticlesSentimentScores 
NEX,"['https://seekingalpha.com/news/3952838-nexa-resources-double-downgraded-to-sell-equivalent-at-morgan-stanley', 'https://finance.yahoo.com/news/nexa-resources-nexa-stock-moves-215009342.html', 'https://simplywall.st/stocks/us/materials/nyse-nexa/nexa-resources/news/nexa-resources-sa-nysenexa-shares-could-be-25-above-their-in', 'https://finance.yahoo.com/news/nexa-resources-nexa-stock-moves-225010136.html', 'https://beststocks.com/etf-managers-group-llc-reduces-its-holdings-in-nex/', 'https://seekingalpha.com/news/3937224-nexa-resources-to-distribute-25m-as-special-dividend', 'https://www.businesswire.com/news/home/20221018005330/en/%C2%A0Nexa-Resources-Presents-Strategic-Directions-Purpose-and-ESG-Program-in-New-York', 'https://www.tipranks.com/news/nexa-nysenexa-halts-zinc-production-at-peruvian-mine', 'https://www.mining.com/nexa-resources-tumbles-on-news-of-cfo-resignation/', 'https://finance.yahoo.com/news/nexa-nexa-resumes-cerro-lindo-145902695.html', 'https://stocknews.com/news/nexa-this-undervalued-commodity-stock-has-major-upside-in-2022/', 'https://seekingalpha.com/news/3921770-nexa-resources-halts-zinc-production-at-peru-mine-due-to-protests', 'https://finance.yahoo.com/news/nexa-resources-nexa-outperforming-other-144002136.html', 'https://seekingalpha.com/news/3879076-blockade-halts-nexa-resources-atacocha-zinc-mine-in-peru', 'https://finance.yahoo.com/news/nexa-resources-nexa-reports-q4-011501639.html', 'https://seekingalpha.com/news/3918691-camber-energy-perpetua-resources-among-major-energymaterial-gainers-tellurian-leads-losers', 'https://finance.yahoo.com/news/nexa-ssrm-better-value-stock-164004187.html', 'https://finance.yahoo.com/news/nexa-resources-nexa-reports-q3-230511222.html', 'https://finance.yahoo.com/news/nexa-resources-nexa-q2-earnings-225510537.html', 'https://finance.yahoo.com/news/zinc-producer-nexa-expects-high-161010286.html']","[-6.5, 1.538, 5.389635, 1.8626200000000002, 2.0448399999999998, 1.9508299999999998, 0, -3.83298, 0, 0.0, 0.47663000000000005, -3.821389999999999, 1.6211600000000002, 0, -1.1082299999999998, 0, 1.8569200000000003, -4.65824, 4.79698, 3.86308]",['AUY'],[1],[],[]
FHN,"['https://www.bloomberg.com/news/articles/2023-03-13/first-horizon-plunges-38-below-td-bid-in-regional-bank-nightmare', 'https://www.tipranks.com/news/first-horizon-jumps-on-analyst-upgrade-related-to-td-buyout', 'https://www.fool.com/investing/2023/03/01/why-shares-of-first-horizon-are-plunging-today/', 'https://www.prnewswire.com/news-releases/first-horizon-declares-cash-dividends-on-common-and-preferred-stock-301729698.html', 'https://finance.yahoo.com/news/first-horizon-national-fhn-q4-223510634.html', 'https://www.marketscreener.com/quote/stock/FIRST-HORIZON-CORPORATION-12693/news/FIRST-HORIZON-CORP-MANAGEMENT-S-DISCUSSION-ANALYSIS-MD-A-Table-of-Contents-form-10-K-43124121/', 'https://www.investors.com/news/bank-crisis-widens-as-signature-topples-funding-props-first-republic/', 'https://www.rebellionresearch.com/is-first-horizon-bank-in-trouble', 'https://www.marketbeat.com/instant-alerts/nyse-fhn-sec-filing-2023-03-20/', 'https://finance.yahoo.com/news/first-horizon-national-fhn-earnings-150003087.html', 'https://in.investing.com/news/first-horizon-national-halted-on-volatility-down-19-432SI-3558629', 'https://www.marketscreener.com/quote/stock/FIRST-HORIZON-CORPORATION-12693/news/First-Horizon-National-Shares-Rise-After-Wells-Fargo-Upgrade-43332883/', 'https://www.reuters.com/business/finance/td-buy-us-bank-first-horizon-13-bln-deal-2022-02-28/', 'https://finance.yahoo.com/news/soros-buys-horizon-therapeutics-first-044252257.html', 'https://in.investing.com/news/torontodominion-banks-134b-takeover-of-first-horizon-national-delayed-again-432SI-3545053', 'https://www.fool.com/investing/2022/02/28/why-shares-of-first-horizon-corp-are-surging-today/', 'https://www.tipranks.com/news/td-bank-buys-first-horizon', 'https://www.prnewswire.com/news-releases/td-to-expand-in-the-southeastern-us-with-acquisition-of-first-horizon-301491437.html', 'https://finance.yahoo.com/news/why-first-horizon-fhn-down-162304214.html', 'https://finance.yahoo.com/news/first-horizon-fhn-gets-shareholder-134501742.html']","[0, 1.7195799999999999, 0, 0, 6.64378, 0, 0, 0.6538285714285713, 0, 6.94548, 0, 0, 0.0, 0.41085714285714287, 0, 0, 0, 0.0, 0, 0.0]","['WFC', 'BAC', 'JPM', 'C', 'USB', 'BP', 'BCS', 'TFC', 'GOOG', 'AMZN', 'TSLA', 'F', 'BK', 'SCHW', 'SNAP']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],[]
SBSW,"['https://www.investorsobserver.com/news/stock-update/sibanye-stillwater-ltd-sbsw-stock-is-lower-by-1-19-this-week-buy-hold-or-sell', 'https://www.marketbeat.com/instant-alerts/nyse-sbsw-sec-filing-2023-03-31/', 'https://www.tipranks.com/news/article/sibanye-stillwater-stock-nysesbsw-an-undervalued-dual-use-investment', 'https://beststocks.com/pendal-group-ltd-reduces-stake-in-sibanye-stillwat/', 'https://www.investorsobserver.com/news/stock-update/premarket-mover-sibanye-stillwater-ltd-sbsw-down-1-52', 'https://www.investopedia.com/top-gold-stocks-q2-2023-7372643', 'https://seekingalpha.com/news/3942014-sibanye-stillwater-full-year-profit-chopped-in-half-by-strike-bad-weather', 'https://www.marketscreener.com/quote/stock/SIBANYE-STILLWATER-LIMITE-103499149/news/Sibanye-Stillwater-Increases-New-Century-Stake-to-Over-70-43180849/', 'https://www.investorsobserver.com/news/stock-update/should-you-accumulate-sibanye-stillwater-ltd-sbsw-stock-monday-morning-3', 'https://seekingalpha.com/article/4578258-sibanye-stillwater-buying-into-the-dip', 'https://seekingalpha.com/news/3949996-sibanye-stillwater-raised-at-rbc-as-pgm-market-turning-point-approaches', 'https://www.investorsobserver.com/news/stock-update/how-will-the-market-react-to-sibanye-stillwater-ltd-sbsw-stock-getting-a-bullish-rating-2', 'https://seekingalpha.com/article/4579080-sibanye-stillwater-finding-value-amidst-the-noise-and-haste', 'https://www.investorsobserver.com/news/stock-update/sibanye-stillwater-ltd-sbsw-stock-is-lower-by-3-01-this-week-buy-hold-or-sell', 'https://seekingalpha.com/news/3944879-sibanye-stillwater-amasses-70-plus-stake-in-new-century-resources', 'https://seekingalpha.com/news/3950294-sibanye-stillwater-extends-30m-lifeline-to-new-century', 'https://www.investorsobserver.com/news/stock-update/should-you-buy-sibanye-stillwater-ltd-sbsw-stock-thursday', 'https://www.investorsobserver.com/news/stock-update/should-you-sell-sibanye-stillwater-ltd-sbsw-stock-tuesday-morning', 'https://finance.yahoo.com/news/sibanye-stillwater-limited-jse-ssw-043717025.html', 'https://www.marketbeat.com/instant-alerts/nyse-sbsw-consensus-analyst-rating-2023-03-14/']","[4.646986666666667, 0.19417875000000018, -0.010920000000000131, 6.089720000000001, -3.9530879999999997, 0, -7.4562, 0.0, -2.549168, -0.2010549999999999, 0.0, 5.544853333333333, -1.1367733333333336, 1.4565866666666663, 0.0, 0.44799999999999995, -2.2328533333333334, -1.5383866666666666, 0.9784566666666671, 1.2446233333333332]","['AMZN', 'SCHW']","[1, 1]",[],[]
PBR,"['https://www.investorsobserver.com/news/stock-update/where-will-petroleo-brasileiro-adr-reptg-2-pbr-stock-go-next-after-it-is-higher-by-9-69-in-a-week', 'https://www.investors.com/ibd-data-stories/petroleo-brasileiro-adr-earns-relative-strength-rating-upgrade/', 'https://www.marketbeat.com/instant-alerts/nyse-pbr-sec-filing-2023-03-30/', 'https://www.investorsobserver.com/news/stock-update/is-petroleo-brasileiro-adr-reptg-2-pbr-stock-trading-below-fair-value-4', 'https://finance.yahoo.com/news/petroleo-brasileiro-petrobras-pbr-trending-140002180.html', 'https://www.investorsobserver.com/news/stock-update/premarket-mover-petroleo-brasileiro-adr-reptg-2-pbr-up-1-15', 'https://www.marketbeat.com/instant-alerts/nyse-pbr-sec-filing-2023-03-27/', 'https://finance.yahoo.com/news/petroleo-brasileiro-petrobras-pbr-trending-140002727.html', 'https://finance.yahoo.com/news/know-beyond-why-petroleo-brasileiro-140002161.html', 'https://www.investorsobserver.com/news/stock-update/is-petroleo-brasileiro-adr-reptg-2-pbr-stock-about-to-get-hot-tuesday', 'https://finance.yahoo.com/news/petroleo-brasileiro-petrobras-pbr-attracting-140002099.html', 'https://www.investorsobserver.com/news/stock-update/is-petroleo-brasileiro-adr-reptg-2-pbr-a-stock-to-watch-after-losing-0-18-this-week', 'https://www.investorsobserver.com/news/stock-update/petroleo-brasileiro-adr-reptg-2-pbr-stock-is-down-2-96-this-week-buy-hold-or-sell', 'https://www.investorsobserver.com/news/stock-update/should-you-buy-petroleo-brasileiro-adr-reptg-2-pbr-stock-wednesday', 'https://www.investorsobserver.com/news/stock-update/should-you-buy-petroleo-brasileiro-adr-reptg-2-pbr-stock-after-it-is-down-2-89-in-a-week', 'https://www.investorsobserver.com/news/stock-update/petroleo-brasileiro-adr-reptg-2-pbr-stock-what-does-the-chart-say-thursday-2', 'https://www.investorsobserver.com/news/stock-update/how-will-the-market-react-to-petroleo-brasileiro-adr-reptg-2-pbr-stock-getting-a-bearish-rating-3', 'https://www.investorsobserver.com/news/stock-update/is-it-time-to-dump-petroleo-brasileiro-adr-reptg-2-pbr-stock-after-it-has-gained-4-68-in-a-week', 'https://www.investorsobserver.com/news/stock-update/do-analysts-agree-wednesday-on-petroleo-brasileiro-adr-reptg-2-pbr-stocks-target-price', 'https://www.investorsobserver.com/news/stock-update/petroleo-brasileiro-adr-reptg-2-pbr-has-gained-0-93-friday-in-premarket-trading']","[1.3100040000000002, 0, 0, 3.322403333333333, 0.0, 5.78364, 0, 0.0, 0.0, -1.437334285714286, 1.66845, -6.116134285714285, -5.99808, 2.1214133333333334, -1.4143542857142857, 0.07135999999999999, -5.4588342857142855, 1.557074285714286, 1.7700719999999999, 4.140228]",[],[],[],[]
BEKE,"['https://www.marketbeat.com/instant-alerts/nyse-k-sec-filing-2023-03-31/', 'https://www.investors.com/ibd-data-stories/stock-upgrades-ke-holdings-adr-shows-rising-relative-strength/', 'https://finance.yahoo.com/news/insiders-bought-stock-earlier-lose-112558990.html', 'https://beststocks.com/polaris-wealth-advisory-group-llc-invests-over-70/', 'https://simplywall.st/stocks/us/materials/nasdaq-tmc/tmc-the-metals/news/insiders-who-bought-stock-earlier-this-year-lose-us89k-as-tm', 'https://www.kiplinger.com/investing/stocks/invested-1000-in-apple-stock-worth-how-much-now', 'https://stocknews.com/news/k-grbmf-usfd-syy-1-stock-that-will-hold-up-no-matter-the-market/', 'https://www.tipranks.com/news/article/kellogg-stock-nysek-is-its-3-4-dividend-yield-worth-it', 'https://investorplace.com/2023/03/mmat-stock-alert-meta-materials-delays-10-k-filing/', 'https://www.pionline.com/defined-contribution/svb-other-bank-401k-plans-taking-big-hit-company-stock-portfolios', 'https://seekingalpha.com/article/4574311-kellogg-k-stock-heading-into-2023', 'https://www.fool.com/investing/2023/01/18/investing-in-stocks-could-turn-your-10k-into-160k/', 'https://beststocks.com/expert-financial-mavens-predict-k-bro-linens-fy20/', 'https://finance.yahoo.com/news/desktop-metal-inc-nyse-dm-100913610.html', 'https://stocknews.com/news/k-flo-2-ultra-safe-stocks-to-buy-as-recession-fears-grow/', 'https://www.marketbeat.com/instant-alerts/nyse-k-insider-buying-and-selling-2023-03-10/', 'https://beststocks.com/k-bro-linen-inc-faces-dismal-future-as-td-securit/', 'https://finance.yahoo.com/news/bank-america-corporations-nyse-bac-110044036.html', 'https://finance.yahoo.com/news/target-corporation-nyse-tgt-insiders-120109618.html', 'https://beststocks.com/analysts-have-assigned-a-consensus-rating-of-buy-3/']","[0.0, 0, 0.0, 0, 0, 0.0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 5.23749]","['CS', 'KR', 'AMZN', 'AAPL', 'NVDA', 'META', 'SCHW', 'BAC', 'JPM']","[2, 2, 4, 0, 0, 0, 0, 0, 0]",[],[]
ELAN,"['https://www.investorsobserver.com/news/stock-update/is-elanco-animal-health-inc-elan-stock-a-smart-value', 'https://www.marketbeat.com/instant-alerts/nyse-elan-consensus-analyst-rating-2023-03-29/', 'https://simplywall.st/stocks/us/pharmaceuticals-biotech/nyse-elan/elanco-animal-health/news/the-independent-chairman-of-the-board-of-elanco-animal-healt-2', 'https://finance.yahoo.com/news/independent-chairman-board-roy-hoover-124425003.html', 'https://beststocks.com/elanco-animal-health-a-promising-long-term-invest/', 'https://seekingalpha.com/news/3938535-elan-stock-drives-animal-health-stocks-lower-2023-guidance-disappoints', 'https://www.marketbeat.com/instant-alerts/nyse-elan-sec-filing-2023-03-31/', 'https://www.marketscreener.com/quote/stock/ELANCO-ANIMAL-HEALTH-INCO-46276391/news/Insider-Buy-Elanco-Animal-Health-43185284/', 'https://www.fool.com/earnings/call-transcripts/2023/02/21/elanco-animal-health-elan-q4-2022-earnings-call-tr/', 'https://simplywall.st/stocks/us/pharmaceuticals-biotech/nyse-elan/elanco-animal-health/news/shareholders-in-elanco-animal-health-nyseelan-have-lost-61-a', 'https://finance.yahoo.com/news/elanco-animal-health-full-2022-102923704.html', 'https://www.investorsobserver.com/news/stock-update/elanco-animal-health-inc-elan-stock-loses-4-71-this-week-should-you-buy', 'https://www.marketbeat.com/instant-alerts/nyse-elan-sec-filing-2023-03-29/', 'https://beststocks.com/bank-of-new-york-mellon-corp-lowers-position-in-el/', 'https://finance.yahoo.com/news/elanco-animal-health-nyse-elan-123459955.html', 'https://www.marketbeat.com/instant-alerts/nyse-elan-sec-filing-2023-03-27/', 'https://finance.yahoo.com/news/analysts-estimate-elanco-animal-health-150003415.html', 'https://finance.yahoo.com/news/elanco-animal-health-incorporated-nyse-101528822.html', 'https://www.marketbeat.com/instant-alerts/nyse-elan-sec-filing-2023-03-07/', 'https://www.investorsobserver.com/news/stock-update/is-elanco-animal-health-inc-elan-stock-a-smart-value']","[-0.5095233333333338, 0.9842346666666669, 0.8749137499999999, 2.7627657142857145, -1.0928000000000002, -3.6453800000000003, 0.2529522222222223, 6.5, -0.9248399999999999, -5.3710057142857135, -1.01041, 1.0728466666666665, 0.7126577777777777, 0.28355499999999995, -3.5020283333333326, 1.3863341176470587, -4.582165, -3.717788571428571, 0.74344, -0.5095233333333338]","['WBA', 'AMZN', 'BCS', 'BAC', 'BK']","[1, 4, 2, 1, 1]",[],[]
GE,"['https://www.investors.com/news/ge-stock-buy-big-rally/', 'https://www.barrons.com/articles/ge-stock-price-target-siemens-gamesa-9029357d', 'https://www.investorsobserver.com/news/stock-update/should-you-add-general-electric-company-ge-stock-to-your-portfolio-thursday', 'https://finance.yahoo.com/news/ge-ge-considered-good-investment-133001072.html', 'https://www.marketbeat.com/instant-alerts/nyse-ge-52-week-high-2023-03-31/', 'https://www.marketwatch.com/data-news/general-electric-co-stock-rises-wednesday-still-underperforms-market-3b767553-b4c3e34d0ac7', 'https://www.fool.com/investing/2023/03/09/why-general-electric-stock-aced-an-8-gain-thursday/', 'https://beststocks.com/transcend-capital-advisors-llc-reduces-position-in/', 'https://finance.yahoo.com/news/general-electric-ge-outpaces-stock-214509121.html', 'https://www.marketbeat.com/instant-alerts/nyse-ge-a-buy-or-sell-right-now-2023-03-31/', 'https://www.marketwatch.com/data-news/general-electric-co-stock-outperforms-competitors-on-strong-trading-day-2cb6cc20-8fbed053f2e1', 'https://www.barrons.com/articles/ge-general-electric-stock-price-target-market-bce9bb46', 'https://www.marketwatch.com/data-news/general-electric-co-stock-falls-thursday-underperforms-market-5bb1fcb6-6329031f885d', 'https://www.marketbeat.com/instant-alerts/nyse-por-sec-filing-2023-03-31/', 'https://finance.yahoo.com/news/general-electric-ge-dips-more-214509958.html', 'https://www.marketbeat.com/instant-alerts/nyse-ge-sec-filing-2023-03-31/', 'https://www.marketwatch.com/data-news/general-electric-co-stock-underperforms-tuesday-when-compared-to-competitors-4c7145c5-39ae8b3ea533', 'https://finance.yahoo.com/news/general-electric-ge-shares-jump-152503396.html', 'https://www.marketwatch.com/data-news/general-electric-co-stock-outperforms-competitors-despite-losses-on-the-day-19ed6abb-5882a21c5f62', 'https://www.marketbeat.com/instant-alerts/nyse-ge-sec-filing-2023-03-30/']","[0, -0.38115, 0.9670000000000001, 0.90804, 2.101443529411765, 4.3144, 6.948, 1.8835822222222223, 3.7592, 1.4443947368421057, 5.38666, 1.4076600000000001, 0.41440000000000005, 0.7128270000000002, -4.85119, 2.57663375, 0.41440000000000005, 5.602131999999999, 4.963089999999999, 1.7370122222222224]","['WFC', 'C', 'BAC', 'SOFI', 'CS']","[6, 2, 0, 0, 0]",[],[]
KDP,"['https://finance.yahoo.com/news/keurig-dr-pepper-kdp-banks-143702293.html', 'https://www.investorsobserver.com/news/stock-update/is-it-time-to-dump-keurig-dr-pepper-inc-kdp-stock-after-it-has-risen-3-22-in-a-week', 'https://beststocks.com/keurig-dr-pepper-makes-strong-debut-on-stock-marke/', 'https://www.marketbeat.com/instant-alerts/nasdaq-kdp-sec-filing-2023-03-31/', 'https://seekingalpha.com/news/3948831-keurig-dr-pepper-stock-gains-after-the-beverage-company-backs-prior-guidance', 'https://www.barrons.com/articles/keurig-dr-pepper-stock-buy-exec-587f044f', 'https://www.prnewswire.com/news-releases/keurig-dr-pepper-reports-2022-results-and-provides-outlook-for-2023-301753882.html', 'https://simplywall.st/stocks/us/food-beverage-tobacco/nasdaq-kdp/keurig-dr-pepper/news/keurig-dr-pepper-inc-nasdaqkdp-stocks-been-sliding-but-funda', 'https://www.marketbeat.com/instant-alerts/nasdaq-kdp-analyst-earnings-estimates-2023-03-30/', 'https://seekingalpha.com/news/3941667-keurig-dr-pepper-stock-dips-on-reported-share-offering', 'https://finance.yahoo.com/news/chief-financial-officer-keurig-dr-104730680.html', 'https://simplywall.st/stocks/us/food-beverage-tobacco/nasdaq-kdp/keurig-dr-pepper/news/those-who-invested-in-keurig-dr-pepper-nasdaqkdp-three-years', 'https://www.investorsobserver.com/news/stock-update/should-you-sell-keurig-dr-pepper-inc-kdp-stock-thursday', 'https://www.barrons.com/articles/buy-keurig-dr-pepper-stock-price-pick-5ff6d01', 'https://www.marketbeat.com/instant-alerts/nasdaq-kdp-sec-filing-2023-03-27/', 'https://seekingalpha.com/news/3932444-keurig-dr-pepper-is-called-a-long-term-beverage-stock-winner-by-bofa', 'https://simplywall.st/stocks/us/food-beverage-tobacco/nasdaq-kdp/keurig-dr-pepper/news/trade-alert-the-chief-financial-officer-of-keurig-dr-pepper', 'https://finance.yahoo.com/news/keurig-dr-pepper-inc-kdp-124512486.html', 'https://seekingalpha.com/news/3939770-keurig-dr-pepper-sees-double-digit-growth-off-higher-pricing', 'https://finance.yahoo.com/news/adding-keurig-dr-pepper-nasdaq-140103999.html']","[7.5785100000000005, -4.131036666666666, 7.6253971428571425, 1.2166547368421052, 7.121599999999999, -0.7131200000000001, 1.0633666666666668, 6.665094, 1.0883922222222222, 1.036, 0.5341374999999999, 5.783718333333333, 1.3077333333333334, 8.023620000000001, 1.893844, 8.14479, 0.9426216666666665, 0, 7.8363, 0.9957722222222222]","['AAPL', 'WFC', 'C', 'KO', 'SOFI', 'AMZN']","[2, 3, 0, 0, 0, 2]",[],[]
SLB,"['https://finance.yahoo.com/news/brokers-suggest-investing-schlumberger-slb-133001884.html', 'https://www.marketwatch.com/data-news/schlumberger-ltd-stock-rises-friday-still-underperforms-market-63d3debe-66f6572eb466', 'https://www.marketbeat.com/instant-alerts/nyse-slb-sec-filing-2023-03-30/', 'https://www.investorsobserver.com/news/stock-update/is-schlumberger-nv-slb-stock-near-the-top-of-the-oil-gas-equipment-services-industry-3', 'https://beststocks.com/financial-firm-intrua-and-schlumberger-executives/', 'https://seekingalpha.com/article/4581443-schlumberger-solid-earnings-but-an-uncertain-future-ahead', 'https://www.marketwatch.com/data-news/schlumberger-ltd-stock-rises-thursday-still-underperforms-market-14d4ee28-4ece89885020', 'https://www.marketbeat.com/instant-alerts/nyse-slb-sec-filing-2023-03-31/', 'https://finance.yahoo.com/news/schlumberger-slb-gains-lags-market-214509718.html', 'https://www.investorsobserver.com/news/stock-update/should-you-add-schlumberger-nv-slb-stock-to-your-portfolio-monday', 'https://finance.yahoo.com/news/trending-stock-schlumberger-limited-slb-130001759.html', 'https://finance.yahoo.com/news/schlumberger-nyse-slb-pulls-back-120031939.html', 'https://www.marketwatch.com/data-news/schlumberger-ltd-stock-outperforms-competitors-on-strong-trading-day-93ab4aca-0dd1696c2931', 'https://finance.yahoo.com/news/schlumberger-slb-stock-sinks-market-224510032.html', 'https://finance.yahoo.com/news/estimating-intrinsic-value-schlumberger-limited-120021214.html', 'https://finance.yahoo.com/news/schlumberger-limited-slb-trending-stock-140002343.html', 'https://finance.yahoo.com/news/schlumberger-limiteds-nyse-slb-stock-130131537.html', 'https://finance.yahoo.com/news/schlumberger-limited-slb-attracting-investor-140002776.html', 'https://beststocks.com/huge-investment-growth-by-hb-wealth-management-llc/', 'https://finance.yahoo.com/news/insiders-sold-us-24m-worth-130030130.html']","[1.7676833333333333, 4.3144, 1.4337266666666666, 2.0696833333333333, 3.3199025, 1.97858, 4.3144, 1.443226842105263, 3.4757300000000004, 1.278392, 3.9159833333333336, 3.8940866666666665, 5.38666, -2.7716000000000003, 0.7957879999999999, 1.66085, -3.8455066666666666, 4.077116666666668, 8.330896666666668, -3.95445]","['SOFI', 'C', 'AMZN']","[1, 1, 4]",[],[]
DIS,"['https://www.fool.com/investing/2023/04/01/4-dates-for-disney-stock-investors-to-circle-in-ap/', 'https://finance.yahoo.com/news/top-stock-reports-walt-disney-201708711.html', 'https://www.investorsobserver.com/news/stock-update/premarket-mover-walt-disney-co-dis-up-0-34', 'https://www.marketbeat.com/instant-alerts/nyse-dis-sec-filing-2023-03-31/', 'https://www.cnn.com/videos/business/2023/03/30/disney-desantis-board-control-leyla-santiago-vpx.cnn', 'https://www.fool.com/investing/2023/03/29/where-will-disney-stock-be-in-1-year/', 'https://www.investorsobserver.com/news/stock-update/walt-disney-co-dis-stock-gains-1-02-this-week-is-it-a-good-pick', 'https://finance.yahoo.com/news/walt-disney-company-dis-missed-092115726.html', 'https://www.marketbeat.com/instant-alerts/nyse-dis-sec-filing-2023-03-30/', 'https://www.fool.com/investing/2023/03/16/stock-market-sell-off-is-walt-disney-a-buy/', 'https://www.investorsobserver.com/news/stock-update/is-walt-disney-co-dis-stock-a-smart-value-tuesday', 'https://www.marketbeat.com/instant-alerts/nyse-dis-sec-filing-2023-03-29/', 'https://finance.yahoo.com/news/trending-stock-walt-disney-company-140002160.html', 'https://www.fool.com/investing/2023/03/31/disney-vs-desantis-giants-battle-to-control-the-di/', 'https://www.marketbeat.com/instant-alerts/nyse-dis-sec-filing-2023-03-28/', 'https://finance.yahoo.com/news/past-walt-disney-nyse-dis-110038253.html', 'https://www.fool.com/investing/2023/03/27/if-you-invested-10000-in-the-walt-disney-company-i/', 'https://www.fool.com/investing/2023/03/28/stop-worrying-about-disney-layoffs/', 'https://www.fool.com/investing/2023/02/15/bull-market-coming-3-reasons-buy-disney-stock/', 'https://www.fool.com/investing/2023/03/24/could-disney-stock-recover-in-2023/']","[0, 0.0, 0, 0.13951200000000008, 0, 0, 0, -4.8130533333333325, -0.8456666666666668, 0.0, 0, 0.8958733333333331, 6.5, 0, 0.5554133333333333, 0.5241133333333333, -1.5413999999999999, 0, 0, 0]","['WMT', 'CS', 'TFC', 'AMZN', 'KEY', 'WFC', 'C', 'BAC']","[0, 2, 0, 2, 0, 0, 2, 0]",[],[]
BILI,"['https://www.marketbeat.com/instant-alerts/nasdaq-bili-sec-filing-2023-03-31/', 'https://beststocks.com/allspring-global-investments-holdings-llc-trims-po/', 'https://www.investorsobserver.com/news/stock-update/should-you-sell-bilibili-inc-adr-bili-stock-friday-morning-5', 'https://seekingalpha.com/news/3951589-hotter-game-launches-from-bilibili-lead-jp-morgan-to-expect-share-price-bump', 'https://www.marketwatch.com/story/bilibili-rise-6-after-inclusion-of-class-z-shares-in-shenzhen-hong-kong-stock-connect-fa1397f5', 'https://www.investorsobserver.com/news/stock-update/bilibili-inc-adr-bili-down-1-91-in-premarket-trading', 'https://www.marketscreener.com/quote/stock/BILIBILI-INC-42503507/news/Bilibili-Shares-Rise-After-Citigroup-Upgrade-Follows-Narrowed-Q4-Net-Loss-43152853/', 'https://www.fool.com/investing/2023/03/07/why-shares-of-bilibili-huya-and-new-oriental-educa/', 'https://www.cnbc.com/2022/11/29/stocks-making-the-biggest-moves-midday-apple-chevron-bilibili-hibbett-more.html', 'https://www.tipranks.com/news/article/meta-snap-or-bili-which-social-media-stock-earns-wall-streets-strong-buy-rating', 'https://finance.yahoo.com/news/43-institutional-ownership-bilibili-inc-112223190.html', 'https://www.investorsobserver.com/news/stock-update/bilibili-inc-adr-bili-down-1-01-in-premarket-trading', 'https://seekingalpha.com/news/3946426-bilibilis-class-z-shares-included-in-the-shenzhen-hong-kong-stock-connect', 'https://www.fool.com/investing/2022/09/10/why-bilibili-stock-plunged-this-week/', 'https://finance.yahoo.com/news/bilibili-inc-announces-inclusion-class-125500295.html', 'https://seekingalpha.com/news/3946879-bilibili-jumps-bank-of-america-upgrades-improved-cost-controls-regulatory', 'https://www.investorsobserver.com/news/stock-update/is-bilibili-inc-adr-bili-stock-about-to-get-hot-monday-2', 'https://www.investorsobserver.com/news/stock-update/should-you-hold-bilibili-inc-adr-bili-stock-wednesday-morning-3', 'https://www.investorsobserver.com/news/stock-update/premarket-mover-bilibili-inc-adr-bili-up-5-93', 'https://finance.yahoo.com/news/bilibili-bili-stock-sinks-market-231511946.html']","[1.44974125, 2.33872, -0.053088, 8.156899999999998, 3.2216, -5.131413333333334, 8, 0, 0.34772500000000006, 1.0557183333333333, 5.43251, -4.22004, 0, -7.281059999999999, 3.292985, 8, -0.6094160000000001, -2.1781599999999997, 5.926912, -0.0008000000000001339]","['JD', 'AAPL', 'CVX', 'LVS', 'META', 'SNAP', 'TFC', 'AMZN']","[1, 1, 1, 1, 1, 1, 1, 1]",['https://seekingalpha.com/news/3909844-why-did-weibo-shares-drop-more-than-9-friday-sales-and-earnings-that-missed-expectations'],[6.0288]
